Ticker,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
AAPL,2024-01-02 00:00:00-05:00,186.03305662356883,187.3153662175252,182.79251821875232,184.53207397460938,82488700.0,0.0,0.0,
AAPL,2024-01-03 00:00:00-05:00,183.1205556229884,184.77065219734183,182.3352619375341,183.15037536621094,58414500.0,0.0,0.0,
AAPL,2024-01-04 00:00:00-05:00,181.06291404030495,181.99730650228184,179.80050438167336,180.82435607910156,71983600.0,0.0,0.0,
AAPL,2024-01-05 00:00:00-05:00,180.90388776119542,181.66928147459845,179.09474225448028,180.0987091064453,62303300.0,0.0,0.0,
AAPL,2024-01-08 00:00:00-05:00,181.0032684531674,184.49233019548157,180.41679326133186,184.4525604248047,59144500.0,0.0,0.0,
AAPL,2024-01-09 00:00:00-05:00,182.82234457021028,184.04499955584959,181.63944418662982,184.03506469726562,42841800.0,0.0,0.0,
AAPL,2024-01-10 00:00:00-05:00,183.24979649333252,185.2875498615879,182.82235486658107,185.0788116455078,46792900.0,0.0,0.0,
AAPL,2024-01-11 00:00:00-05:00,185.42670336710847,185.93366934185158,182.524132048394,184.4823760986328,49128400.0,0.0,0.0,
AAPL,2024-01-12 00:00:00-05:00,184.9495734055796,185.6255229866903,184.08477050382692,184.81040954589844,40444700.0,0.0,0.0,
AAPL,2024-01-16 00:00:00-05:00,181.07285998444632,183.16031793652851,179.85018978995151,182.53408813476562,65603000.0,0.0,0.0,
AAPL,2024-01-17 00:00:00-05:00,180.18816351220838,181.83824490899738,179.22395137316974,181.58973693847656,47317400.0,0.0,0.0,
AAPL,2024-01-18 00:00:00-05:00,184.979392426226,188.01119275141858,184.72094959289208,187.50424194335938,78005800.0,0.0,0.0,
AAPL,2024-01-19 00:00:00-05:00,188.20007624137466,190.8044351704297,187.693125392904,190.41676330566406,68741000.0,0.0,0.0,
AAPL,2024-01-22 00:00:00-05:00,191.15234200232317,194.16425751836653,191.11257223144145,192.73284912109375,60133900.0,0.0,0.0,
AAPL,2024-01-23 00:00:00-05:00,193.8561183903394,194.58175747905844,192.67321792314553,194.01515197753906,42355600.0,0.0,0.0,
AAPL,2024-01-24 00:00:00-05:00,194.25372573180164,195.20800309667513,193.1801693842155,193.33921813964844,53631300.0,0.0,0.0,
AAPL,2024-01-25 00:00:00-05:00,194.0549212884663,195.0986578845498,191.95751323703675,193.0111846923828,54822100.0,0.0,0.0,
AAPL,2024-01-26 00:00:00-05:00,193.11058683739938,193.59765277461963,190.79449062577763,191.27162170410156,44594000.0,0.0,0.0,
AAPL,2024-01-29 00:00:00-05:00,190.8640668648328,191.05293535979936,188.44857653714126,190.5857391357422,47145600.0,0.0,0.0,
AAPL,2024-01-30 00:00:00-05:00,189.80045678886228,190.65532484477694,186.35116482109103,186.91775512695312,55859400.0,0.0,0.0,
AAPL,2024-01-31 00:00:00-05:00,185.92374345342654,185.98339811587047,183.24981004460298,183.29949951171875,55467800.0,0.0,0.0,
AAPL,2024-02-01 00:00:00-05:00,182.891930125601,185.8342559814184,182.72294652699253,185.7447967529297,64885400.0,0.0,0.0,
AAPL,2024-02-02 00:00:00-05:00,178.78658786144558,186.21200777158808,178.18022776276848,184.7408447265625,102518000.0,0.0,0.0,
AAPL,2024-02-05 00:00:00-05:00,187.02708693103884,188.12052803558694,184.73087577921018,186.5598907470703,69668800.0,0.0,0.0,
AAPL,2024-02-06 00:00:00-05:00,185.74481710103248,188.18019242781668,185.6553578627436,188.17025756835938,43490800.0,0.0,0.0,
AAPL,2024-02-07 00:00:00-05:00,189.5022571462235,189.9098139006124,187.48437342868021,188.27960205078125,53439000.0,0.0,0.0,
AAPL,2024-02-08 00:00:00-05:00,188.2596969213544,188.40879563608698,186.23187856237746,187.1960906982422,40962000.0,0.0,0.0,
AAPL,2024-02-09 00:00:00-05:00,187.76340641648085,189.0971204380579,187.11646725876852,187.9624786376953,45155200.0,0.24,0.0,
AAPL,2024-02-12 00:00:00-05:00,187.53448242231033,187.78330749959082,185.91213805857674,186.27044677734375,41781900.0,0.0,0.0,
AAPL,2024-02-13 00:00:00-05:00,184.89694454758455,185.33487911795885,182.64755610649428,184.1703643798828,56529500.0,0.0,0.0,
AAPL,2024-02-14 00:00:00-05:00,184.44907598078342,184.65808055839094,181.5826059912504,183.28456115722656,54630500.0,0.0,0.0,
AAPL,2024-02-15 00:00:00-05:00,182.68738521978767,183.62296999377594,180.4977274519665,182.9959259033203,65434500.0,0.0,0.0,
AAPL,2024-02-16 00:00:00-05:00,182.55800062284032,183.98128811611298,180.81622489348007,181.45321655273438,49701400.0,0.0,0.0,
AAPL,2024-02-20 00:00:00-05:00,180.93564089848354,181.5726325042779,179.15405998428736,180.70672607421875,53665600.0,0.0,0.0,
AAPL,2024-02-21 00:00:00-05:00,181.08494629412857,182.03047857973698,179.8109630738625,181.46316528320312,41529700.0,0.0,0.0,
AAPL,2024-02-22 00:00:00-05:00,182.6177080564135,184.09076354210745,181.60251261136847,183.50352478027344,52292200.0,0.0,0.0,
AAPL,2024-02-23 00:00:00-05:00,184.14051969682032,184.1703774935557,181.37358582743232,181.6622314453125,45119700.0,0.0,0.0,
AAPL,2024-02-26 00:00:00-05:00,181.38355052297356,181.90109579673225,179.80101134340092,180.30862426757812,40867400.0,0.0,0.0,
AAPL,2024-02-27 00:00:00-05:00,180.24888975946536,183.05562869813585,178.71611879819,181.77169799804688,54318900.0,0.0,0.0,
AAPL,2024-02-28 00:00:00-05:00,181.6522565198894,182.25939032452453,179.28345207788615,180.5673828125,48953900.0,0.0,0.0,
AAPL,2024-02-29 00:00:00-05:00,180.41810366151438,181.71199718953457,178.6862755375109,179.90054321289062,136682600.0,0.0,0.0,
AAPL,2024-03-01 00:00:00-05:00,178.70617492699984,179.68156498512658,176.54637506189474,178.81565856933594,73488000.0,0.0,0.0,
AAPL,2024-03-04 00:00:00-05:00,175.3221528407019,176.0686281128373,172.9732433768994,174.277099609375,81510100.0,0.0,0.0,
AAPL,2024-03-05 00:00:00-05:00,169.9574719243141,171.23145507958293,168.82283020205665,169.3204803466797,95132400.0,0.0,0.0,
AAPL,2024-03-06 00:00:00-05:00,170.25608047856306,170.43524244414468,167.88726071561,168.3251953125,68587700.0,0.0,0.0,
AAPL,2024-03-07 00:00:00-05:00,168.35503848083317,169.92761476617306,167.6981518296525,168.20574951171875,71765100.0,0.0,0.0,
AAPL,2024-03-08 00:00:00-05:00,168.20574707517525,172.88365534695112,168.1460314883945,169.9276123046875,76114600.0,0.0,0.0,
AAPL,2024-03-11 00:00:00-04:00,172.12723509594798,173.56046994775534,171.24141844268888,171.93812561035156,60139500.0,0.0,0.0,
AAPL,2024-03-12 00:00:00-04:00,172.33625244410158,173.21212162678884,170.20631026653984,172.41587829589844,59825400.0,0.0,0.0,
AAPL,2024-03-13 00:00:00-04:00,171.9580519129805,172.37607625258147,169.95748841772314,170.3257598876953,52488700.0,0.0,0.0,
AAPL,2024-03-14 00:00:00-04:00,172.0973773021251,173.49079163745046,171.24141844268888,172.18695068359375,72913500.0,0.0,0.0,
AAPL,2024-03-15 00:00:00-04:00,170.36554869703198,171.80873107910156,169.4896795825833,171.80873107910156,121664700.0,0.0,0.0,
AAPL,2024-03-18 00:00:00-04:00,174.7448914522954,176.87483361469177,172.70452267737835,172.90357971191406,75604200.0,0.0,0.0,
AAPL,2024-03-19 00:00:00-04:00,173.52065910891577,175.77999515234478,172.2168180823409,175.2524871826172,55215200.0,0.0,0.0,
AAPL,2024-03-20 00:00:00-04:00,174.89418909629194,177.830322265625,174.26714497871419,177.830322265625,53423100.0,0.0,0.0,
AAPL,2024-03-21 00:00:00-04:00,176.2179350177799,176.65586961417029,170.03711298613993,170.5646209716797,106181300.0,0.0,0.0,
AAPL,2024-03-22 00:00:00-04:00,170.95279171103329,172.23673773536032,169.26078406375387,171.47035217285156,71106600.0,0.0,0.0,
AAPL,2024-03-25 00:00:00-04:00,169.76840571092222,171.1319624728949,168.65365887534398,170.04708862304688,54288300.0,0.0,0.0,
AAPL,2024-03-26 00:00:00-04:00,169.20104494513856,170.61436949811346,168.78302065654685,168.91241455078125,57388400.0,0.0,0.0,
AAPL,2024-03-27 00:00:00-04:00,169.60914876354798,172.78415954350993,169.31055559917013,172.49551391601562,60273300.0,0.0,0.0,
AAPL,2024-03-28 00:00:00-04:00,170.94282285202152,171.42056273337485,169.70864503919194,170.67408752441406,65672700.0,0.0,0.0,
AAPL,2024-04-01 00:00:00-04:00,170.38546326457012,170.4451788535061,168.68349304450714,169.2309112548828,46240500.0,0.0,0.0,
AAPL,2024-04-02 00:00:00-04:00,168.28537106183597,168.54414366405445,167.43935975957754,168.04649353027344,49329500.0,0.0,0.0,
AAPL,2024-04-03 00:00:00-04:00,167.9967479570679,169.87786510696628,167.78774337767854,168.8527069091797,47691700.0,0.0,0.0,
AAPL,2024-04-04 00:00:00-04:00,169.48968886138192,171.11203328162168,168.026611328125,168.026611328125,53704400.0,0.0,0.0,
AAPL,2024-04-05 00:00:00-04:00,168.79298281447828,169.5892261323792,168.15599119757314,168.7830352783203,42055200.0,0.0,0.0,
AAPL,2024-04-08 00:00:00-04:00,168.23563178927415,168.40483104125352,167.4493511257135,167.65835571289062,37425500.0,0.0,0.0,
AAPL,2024-04-09 00:00:00-04:00,167.90716183961618,169.2806811483862,167.55881583801002,168.8726043701172,42451200.0,0.0,0.0,
AAPL,2024-04-10 00:00:00-04:00,168.0066961691415,168.29532657810816,166.3246362072623,166.99148559570312,49709300.0,0.0,0.0,
AAPL,2024-04-11 00:00:00-04:00,167.54885233902874,174.63540094951088,167.36970557110288,174.2173614501953,91070300.0,0.0,0.0,
AAPL,2024-04-12 00:00:00-04:00,173.44104468475973,177.52178245719062,173.39129181372058,175.7202911376953,101593300.0,0.0,0.0,
AAPL,2024-04-15 00:00:00-04:00,174.53586805138283,175.7999037342719,171.68930847441092,171.87841796875,73531800.0,0.0,0.0,
AAPL,2024-04-16 00:00:00-04:00,170.94284143183614,172.94338974194338,167.47920033817573,168.583984375,73711200.0,0.0,0.0,
AAPL,2024-04-17 00:00:00-04:00,168.81289870293196,169.84800441976404,167.21046447753906,167.21046447753906,50901200.0,0.0,0.0,
AAPL,2024-04-18 00:00:00-04:00,167.24031189258443,167.8474456964944,165.7672716683895,166.2549591064453,43122900.0,0.0,0.0,
AAPL,2024-04-19 00:00:00-04:00,165.42888374733738,165.6179780634261,163.3088890664717,164.2245635986328,67772100.0,0.0,0.0,
AAPL,2024-04-22 00:00:00-04:00,164.74211969252124,166.47393259764522,163.9956444231876,165.06060791015625,48116400.0,0.0,0.0,
AAPL,2024-04-23 00:00:00-04:00,164.57291251221173,166.26492000363532,164.14492548116624,166.11561584472656,49537800.0,0.0,0.0,
AAPL,2024-04-24 00:00:00-04:00,165.75730653407012,168.50434510258808,165.42887079721268,168.2256622314453,48251800.0,0.0,0.0,
AAPL,2024-04-25 00:00:00-04:00,168.73327450279362,169.80820075027214,167.3597550998357,169.09158325195312,50558300.0,0.0,0.0,
AAPL,2024-04-26 00:00:00-04:00,169.081624768213,170.53475474394267,168.38490238817732,168.5043487548828,44838400.0,0.0,0.0,
AAPL,2024-04-29 00:00:00-04:00,172.55520693212748,175.20270935632288,172.28648678772151,172.68460083007812,68169400.0,0.0,0.0,
AAPL,2024-04-30 00:00:00-04:00,172.51541154910535,174.1676137755898,169.20105955998108,169.52951049804688,65934800.0,0.0,0.0,
AAPL,2024-05-01 00:00:00-04:00,168.78303163206596,171.89832652202932,168.31523926242042,168.5043487548828,50383100.0,0.0,0.0,
AAPL,2024-05-02 00:00:00-04:00,171.69926693100732,172.6049939419865,170.08688513916925,172.21682739257812,94214900.0,0.0,0.0,
AAPL,2024-05-03 00:00:00-04:00,185.77280978325868,186.12117099096088,181.80157098826203,182.5181884765625,163224100.0,0.0,0.0,
AAPL,2024-05-06 00:00:00-04:00,181.4930249418685,183.3343214775735,179.5720873686165,180.8560333251953,78569700.0,0.0,0.0,
AAPL,2024-05-07 00:00:00-04:00,182.58785409480518,184.0310366275269,180.46787458450643,181.54278564453125,77305800.0,0.0,0.0,
